Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color,Range (KM),Charging Time (Min),Efficiency (kWh/100km),CO2 Saved (Tons),Avg Customer Rating,Warranty (Years),Number of Recalls,Software Version,Autopilot Enabled,Total Miles Driven,Update Frequency (Per Year),Battery Replacement Rate,Service Visits (Per Year),Resale Value (%)
2014,Q3,Europe,Model S,2198,63812.15,44,Standard,RWD,White,641,59,21.35,2710.87,4.79,5,3,2020.1,False,460692,4,0.0877,1.43,87.52
2019,Q3,Asia,Model X,2289,118426.01,37,Standard,AWD,White,496,77,19.68,3914.08,4.54,6,1,2024.2,True,4776128,2,0.0668,0.74,76.44
2018,Q3,Asia,Cybertruck,1781,59088.45,53,Long Range,RWD,Blue,557,40,23.4,3017.43,4.53,5,0,2023.10,False,539000,7,0.0729,1.26,67.04
2024,Q4,North America,Model Y,1193,61315.74,27,Standard,RWD,Red,501,58,23.36,964.57,4.13,8,0,2021.4,False,627541,7,0.0554,0.55,71.23
2015,Q1,North America,Model Y,1937,92748.21,40,Standard,RWD,Blue,398,50,18.08,2312.24,4.16,4,2,2021.3,False,2635222,3,0.0288,1.68,69.23
2021,Q3,North America,Semi,3125,117333.48,46,Performance,RWD,Black,399,73,22.74,5902.48,4.98,8,0,2022.12,False,1132706,11,0.094,0.66,79.29
2020,Q4,Australia,Semi,2510,107047.05,25,Performance,AWD,Blue,519,54,23.62,4034.72,3.79,6,3,2022.11,False,3421788,10,0.0959,1.25,74.06
2024,Q2,Europe,Semi,3967,107043.02,51,Performance,AWD,Silver,485,45,23.27,8376.01,3.65,5,1,2020.10,False,3727960,9,0.0318,0.88,84.52
2023,Q4,Europe,Semi,1141,52878.33,55,Long Range,RWD,White,370,41,23.42,2673.5,3.98,5,3,2023.7,True,2266670,4,0.0495,2.34,78.66
2023,Q2,Europe,Semi,4432,108734.63,41,Standard,AWD,Black,472,73,15.19,7314.85,3.88,4,0,2023.10,True,2012209,4,0.0565,1.09,66.37
2016,Q4,North America,Cybertruck,4891,79648.06,56,Performance,AWD,Green,597,51,22.84,10877.76,3.99,6,2,2021.7,True,3812509,7,0.0493,1.88,78.67
2015,Q2,North America,Model S,80,95912.79,25,Long Range,AWD,Black,694,39,15.21,161.34,4.99,5,1,2023.8,False,4016323,5,0.0283,0.65,86.6
2020,Q1,Australia,Model Y,2497,97059.63,1,Long Range,AWD,Black,635,53,13.63,3138.49,3.55,6,1,2024.9,False,1234744,12,0.0359,1.96,61.13
2019,Q3,North America,Model 3,4113,57971.13,43,Performance,RWD,Blue,537,62,15.0,5786.52,3.71,4,3,2021.1,True,2156133,8,0.0272,1.52,89.46
2022,Q4,Asia,Model Y,631,59031.58,28,Long Range,RWD,Silver,598,71,20.03,447.36,4.89,8,2,2024.2,False,4345357,8,0.0131,1.98,86.66
2017,Q1,Asia,Cybertruck,1750,47148.41,26,Long Range,RWD,Black,415,38,21.94,4288.76,3.89,8,0,2021.2,True,4697398,11,0.0733,2.26,84.17
2013,Q1,Asia,Cybertruck,2411,82802.71,21,Standard,RWD,Red,352,74,13.88,4508.84,4.16,5,1,2021.10,False,4275074,6,0.0255,2.28,79.11
2017,Q4,Australia,Semi,4178,94167.08,4,Performance,AWD,Black,454,58,19.31,6651.68,4.22,6,2,2020.7,True,3324745,3,0.0989,0.9,81.7
2021,Q3,Australia,Model X,3880,98545.44,36,Performance,RWD,Blue,362,78,21.15,5938.84,4.53,6,3,2021.11,True,131099,11,0.0872,1.39,66.04
2024,Q1,North America,Cybertruck,536,83784.06,9,Long Range,AWD,Blue,555,38,13.09,716.84,4.03,6,3,2024.7,False,2872803,9,0.0699,1.55,71.96
2017,Q3,Australia,Model X,868,119251.83,11,Long Range,RWD,Blue,490,30,13.08,1104.82,4.17,8,1,2022.11,True,3098200,3,0.0473,1.21,69.75
2014,Q2,Asia,Model X,2180,40840.44,32,Performance,RWD,White,352,39,22.62,4722.7,3.8,8,3,2020.9,True,2769904,9,0.0881,1.96,73.58
2015,Q4,Europe,Model S,2493,103840.68,17,Standard,AWD,Silver,679,56,13.73,1471.98,4.54,4,1,2020.10,False,680182,5,0.0342,1.66,77.52
2018,Q1,South America,Model Y,4935,76207.23,54,Performance,RWD,Black,489,51,24.88,7947.71,3.66,6,3,2024.5,True,2606718,7,0.0923,1.43,70.62
2024,Q4,Australia,Model X,4223,117763.03,0,Performance,RWD,Blue,677,70,24.44,6951.37,4.52,6,0,2021.11,False,109141,4,0.0746,1.0,64.41
2024,Q1,Europe,Model S,2948,112464.54,38,Standard,RWD,Silver,493,69,23.1,1577.55,3.79,6,1,2020.4,True,4827159,9,0.0698,1.44,75.98
2019,Q3,South America,Model X,981,90786.01,4,Performance,RWD,Green,486,88,21.24,1906.35,3.8,5,2,2024.7,False,989370,11,0.0478,0.99,82.99
2014,Q4,North America,Semi,3003,96418.58,24,Performance,RWD,Black,585,56,23.06,3258.47,4.27,4,3,2021.12,True,3320798,8,0.0264,1.68,79.72
2022,Q1,Asia,Model S,4388,113482.45,51,Standard,RWD,Silver,606,39,16.54,3481.28,4.07,6,2,2024.5,False,4703327,11,0.0852,2.37,87.84
2015,Q2,Australia,Semi,1233,53705.41,30,Standard,RWD,Silver,607,90,19.95,3034.9,4.83,5,3,2024.1,True,3693791,7,0.0842,2.25,81.43
2022,Q4,North America,Semi,4573,58848.28,29,Long Range,RWD,Green,482,34,20.53,6358.03,4.24,6,1,2024.9,True,4668822,10,0.0662,0.58,73.57
2015,Q4,South America,Model S,2939,84570.77,20,Long Range,AWD,Silver,647,49,17.44,7274.41,4.64,8,1,2023.9,True,4340675,6,0.0595,1.39,66.16
2012,Q2,North America,Semi,3973,68880.46,9,Standard,RWD,Green,405,41,14.37,7005.17,4.5,4,2,2020.9,True,1397602,11,0.0682,1.58,79.31
2022,Q1,South America,Model 3,267,90152.76,31,Standard,RWD,Blue,655,32,23.48,158.64,4.38,5,3,2021.10,True,3351610,10,0.0646,0.96,68.25
2023,Q4,Asia,Cybertruck,3770,113312.22,15,Performance,RWD,Red,565,61,16.93,5738.18,4.12,5,1,2022.6,False,211314,9,0.0498,1.98,82.98
2024,Q2,North America,Model X,2747,63922.41,2,Performance,RWD,Blue,696,87,13.39,2071.12,3.64,8,1,2024.5,False,2309622,2,0.038,2.46,76.12
2013,Q1,Asia,Model S,2577,110459.93,60,Standard,AWD,Black,466,71,22.52,5673.69,3.8,8,0,2022.11,False,4577964,11,0.0167,0.57,79.17
2019,Q4,South America,Model S,1214,54730.26,19,Performance,RWD,White,568,62,16.5,1607.37,4.21,6,0,2021.7,False,2601173,2,0.016,0.94,64.04
2017,Q4,Europe,Model Y,4195,91261.94,55,Standard,RWD,Silver,605,53,18.44,9791.1,4.4,5,3,2021.2,False,4793931,5,0.074,0.77,84.9
2017,Q3,Asia,Semi,1390,119654.03,14,Standard,AWD,White,396,54,23.25,2742.16,3.6,6,2,2024.4,False,3363681,2,0.0952,2.32,69.0
2024,Q4,Australia,Semi,2135,68045.98,46,Standard,RWD,Green,673,66,17.28,2277.77,3.62,8,2,2024.2,False,633867,9,0.0103,0.53,64.85
2014,Q1,South America,Semi,820,69381.61,35,Standard,RWD,Red,466,80,22.16,1783.95,4.5,8,0,2024.5,True,4184022,9,0.0359,1.97,63.85
2024,Q2,South America,Model Y,2414,91477.22,15,Standard,AWD,Black,567,84,20.61,5886.51,4.62,8,1,2020.9,True,3586440,8,0.0507,0.75,82.39
2018,Q4,Australia,Model S,62,46861.74,20,Performance,RWD,Black,492,41,22.74,145.29,3.7,5,1,2021.5,True,707087,5,0.0753,2.44,76.61
2018,Q4,Asia,Cybertruck,182,42971.92,55,Long Range,AWD,White,426,70,16.65,387.39,3.68,6,0,2024.3,True,2157836,7,0.0156,1.11,71.86
2017,Q4,Asia,Model 3,3137,104152.27,7,Performance,RWD,Black,600,78,14.54,2937.39,4.35,6,3,2024.11,False,3086470,11,0.0782,1.78,74.58
2019,Q4,Asia,Model S,2496,86667.76,1,Standard,RWD,Red,441,77,22.62,2961.63,4.59,5,2,2022.11,False,4708084,8,0.0533,0.86,87.32
2015,Q1,Asia,Model Y,2025,116319.68,4,Long Range,RWD,White,543,76,21.87,1351.45,4.53,6,1,2021.6,True,1060132,6,0.0727,1.68,75.78
2019,Q3,Europe,Model S,1147,109362.13,0,Long Range,AWD,Silver,514,48,15.93,1710.29,4.15,4,1,2020.12,False,4311487,2,0.0154,1.95,76.08
2015,Q1,Asia,Model 3,4820,42166.16,5,Standard,RWD,Black,571,60,19.42,4056.8,3.66,4,3,2024.2,False,916360,2,0.0654,1.31,75.74
2018,Q3,Europe,Model X,3770,106310.71,26,Performance,AWD,Black,569,82,19.94,3377.34,4.89,4,2,2022.3,True,202654,8,0.013,0.87,61.63
2020,Q4,Asia,Semi,2795,112346.06,1,Performance,RWD,Black,436,48,21.89,1933.23,4.68,4,3,2023.8,True,964838,7,0.0168,1.14,77.66
2014,Q1,North America,Model Y,3526,110891.1,13,Performance,AWD,Black,419,84,14.64,2026.45,4.99,5,1,2021.11,True,495871,7,0.044,1.81,62.87
2022,Q1,North America,Model S,1751,56762.21,19,Standard,AWD,Silver,401,42,15.73,1485.93,3.77,8,0,2021.3,True,2232073,7,0.0849,1.32,68.5
2014,Q2,Asia,Model 3,4150,68976.86,49,Long Range,RWD,Blue,352,41,16.16,6324.59,4.14,6,1,2020.12,False,2176324,8,0.0775,1.77,74.21
2015,Q3,South America,Cybertruck,3003,50074.49,30,Standard,RWD,Blue,397,51,21.26,7491.16,4.97,8,2,2022.10,True,2344045,9,0.0788,1.28,64.73
2024,Q2,South America,Model S,3462,70401.57,6,Long Range,RWD,White,462,45,17.85,5758.03,4.06,6,3,2022.7,False,2765738,12,0.031,0.92,77.42
2023,Q4,Europe,Semi,4773,81872.76,21,Performance,AWD,Black,498,42,23.53,9136.23,4.98,8,1,2022.2,False,4083087,3,0.0241,1.42,79.35
2018,Q2,South America,Model 3,2704,58073.54,60,Performance,RWD,Blue,630,51,19.0,3672.93,4.5,4,3,2020.7,True,2583322,11,0.0523,1.78,78.48
2024,Q1,Australia,Model S,2953,108137.75,43,Performance,AWD,Red,551,87,22.38,5349.53,4.54,4,0,2021.1,False,1846669,9,0.0218,0.62,80.73
2024,Q1,North America,Model X,4443,87151.29,52,Long Range,AWD,Silver,421,54,21.78,7320.65,3.68,4,2,2023.4,False,3807945,8,0.0266,1.78,85.15
2023,Q2,Australia,Semi,2479,64280.18,25,Standard,AWD,Silver,405,59,14.66,5854.15,4.79,6,0,2021.7,False,4341507,12,0.0172,1.84,65.45
2018,Q4,Asia,Cybertruck,3819,42516.65,26,Long Range,AWD,Blue,699,86,19.61,3578.03,3.83,4,0,2020.7,True,1524454,7,0.0807,1.64,63.41
2024,Q2,South America,Cybertruck,2279,97167.44,2,Standard,AWD,Black,468,47,24.66,2121.49,4.88,8,3,2021.11,False,4575147,3,0.0353,2.15,76.36
2023,Q3,North America,Semi,558,116176.14,55,Long Range,RWD,Silver,460,32,13.89,559.17,4.32,4,3,2020.5,True,309004,2,0.0864,1.81,87.68
2012,Q2,South America,Cybertruck,3467,107523.34,59,Standard,RWD,Silver,366,77,24.58,7808.87,4.4,5,2,2021.2,True,2262725,10,0.0906,2.37,69.07
2016,Q2,North America,Model 3,2665,51785.95,27,Standard,RWD,Silver,693,36,18.83,6338.5,4.39,5,3,2020.2,False,4131165,3,0.087,2.27,83.72
2013,Q2,Europe,Semi,850,84552.18,19,Standard,AWD,White,587,72,23.41,699.67,4.9,4,2,2020.2,True,4576309,9,0.0866,1.1,64.1
2019,Q1,South America,Model 3,3622,75497.13,32,Long Range,RWD,Blue,500,85,18.14,6195.04,3.86,4,0,2023.5,True,3278869,3,0.0804,2.5,65.08
2022,Q2,North America,Model X,2376,109543.18,4,Performance,AWD,Red,521,43,16.98,3140.9,4.5,5,3,2020.7,False,2988986,7,0.025,1.15,82.73
2019,Q3,North America,Model S,1188,88804.71,18,Long Range,AWD,Green,588,67,19.51,2268.57,3.91,6,3,2023.10,False,4350369,11,0.0984,1.7,89.43
2012,Q3,North America,Cybertruck,2841,71778.3,22,Performance,RWD,Black,537,53,22.34,3103.76,3.72,5,3,2020.8,True,3369177,8,0.022,1.81,72.15
2012,Q3,Australia,Model S,3952,36917.2,2,Standard,RWD,Green,490,37,23.07,2016.26,4.73,8,1,2022.1,False,960733,2,0.0103,1.78,84.38
2018,Q1,Asia,Model S,4030,46523.93,9,Standard,RWD,Blue,436,42,19.02,2912.24,4.03,5,1,2021.3,True,1618181,4,0.06,1.07,76.08
2019,Q3,Europe,Cybertruck,1627,65422.85,38,Performance,RWD,Red,350,47,14.11,3176.85,4.33,8,0,2021.6,True,1068558,5,0.0412,0.56,85.59
2024,Q3,Europe,Model X,3679,113849.87,10,Performance,AWD,Red,573,48,14.41,6991.64,4.5,8,0,2024.8,True,345036,4,0.0934,0.53,62.18
2016,Q1,South America,Model X,2748,55619.71,4,Performance,RWD,Black,611,78,23.88,6484.37,3.89,8,3,2023.5,True,4718790,2,0.0258,1.78,80.22
2021,Q2,North America,Model Y,1868,99260.74,31,Performance,AWD,Green,466,59,19.7,3822.33,4.5,4,1,2024.12,False,2202025,5,0.084,1.3,77.27
2017,Q3,South America,Model X,2871,112772.16,50,Long Range,RWD,Green,360,64,22.11,2506.8,4.84,4,3,2024.7,True,2600118,7,0.0904,1.54,84.03
2018,Q1,Australia,Model S,447,68023.12,26,Long Range,AWD,Black,581,78,16.28,620.48,3.56,8,2,2021.8,False,882098,5,0.0476,1.62,68.97
2020,Q1,Europe,Model X,1851,88976.55,32,Long Range,AWD,Blue,554,69,20.37,3295.33,4.77,6,2,2022.8,False,1612885,7,0.0822,2.12,75.95
2022,Q2,Europe,Semi,1203,111581.1,11,Standard,RWD,Silver,352,79,13.38,794.02,4.56,6,0,2022.6,True,3441352,11,0.0197,1.57,69.46
2016,Q1,Australia,Model 3,4137,82863.47,24,Standard,AWD,White,434,53,18.43,4047.33,4.64,5,1,2024.6,False,3110137,4,0.0938,2.2,69.66
2020,Q2,South America,Model Y,1904,38917.66,1,Standard,RWD,Blue,444,87,23.58,3302.44,3.64,5,0,2023.5,True,1264628,4,0.0124,0.67,73.92
2024,Q2,North America,Model X,2022,85178.92,57,Long Range,RWD,Silver,457,60,23.3,4384.56,4.09,5,2,2020.4,True,2034648,11,0.0241,0.59,75.95
2017,Q1,Europe,Model 3,419,70528.88,42,Performance,AWD,Red,645,45,20.72,386.86,4.43,8,3,2020.10,True,117294,2,0.0682,0.87,77.45
2017,Q4,North America,Model Y,1247,50657.5,21,Long Range,RWD,Green,602,34,19.17,1542.45,4.95,6,0,2023.10,True,2003412,2,0.0357,2.06,81.81
2015,Q2,Europe,Model S,3204,90325.61,29,Long Range,AWD,White,519,54,16.48,6304.94,4.76,8,0,2020.10,False,3059029,5,0.071,1.9,63.13
2013,Q4,Australia,Model Y,3496,95477.37,21,Standard,RWD,Black,687,60,20.78,7059.58,3.6,4,1,2024.2,False,4099605,10,0.0149,1.82,83.91
2021,Q1,Europe,Model 3,2064,40886.04,7,Long Range,RWD,Green,630,73,24.13,1131.24,4.44,8,3,2021.6,True,1236516,4,0.0279,1.47,76.17
2021,Q2,North America,Model 3,3151,104592.51,33,Performance,RWD,Green,612,53,17.97,7320.5,3.63,6,1,2024.5,True,280971,2,0.0126,1.99,73.61
2017,Q2,South America,Cybertruck,4675,112168.43,9,Standard,AWD,Black,423,46,18.25,7942.25,4.44,8,3,2024.4,True,4116027,10,0.0742,0.71,79.77
2015,Q4,Australia,Model X,4720,41084.16,21,Standard,AWD,Red,398,36,22.35,8659.3,3.55,8,2,2021.12,False,3396046,6,0.0266,1.39,83.79
2015,Q3,North America,Model 3,4046,50561.69,17,Long Range,RWD,Black,477,61,24.4,4980.07,4.09,8,3,2023.5,False,4389173,6,0.063,0.82,68.36
2024,Q3,Asia,Model S,227,61080.3,40,Standard,RWD,Red,561,67,14.56,371.14,3.99,6,0,2021.11,True,3637487,4,0.0776,2.25,81.33
2014,Q2,Asia,Semi,228,87180.56,37,Standard,RWD,Green,487,85,14.66,173.73,3.67,8,2,2020.3,True,1743190,6,0.0904,1.42,89.52
2023,Q1,Asia,Model X,4086,96458.36,29,Standard,RWD,Red,616,48,21.38,2467.45,3.54,5,1,2020.5,False,4759876,12,0.0857,2.39,88.42
2024,Q2,Europe,Model Y,1328,93940.32,59,Performance,RWD,White,382,75,24.07,1960.76,4.65,8,0,2023.4,False,1943058,12,0.0227,2.23,89.39
2020,Q4,Europe,Model S,974,40725.91,8,Standard,AWD,Red,696,63,16.51,2275.47,3.69,6,1,2021.4,False,3886272,12,0.0619,0.55,83.7
2014,Q4,Australia,Semi,752,94271.51,24,Standard,RWD,Green,696,46,20.28,806.2,4.15,5,0,2024.6,False,2448237,11,0.0744,0.6,86.01
2014,Q3,South America,Model X,816,112188.23,59,Standard,RWD,Red,684,86,23.5,534.39,4.85,6,3,2020.8,False,4550964,12,0.0154,2.26,66.5
2020,Q1,Asia,Model X,608,40206.35,3,Long Range,AWD,Red,528,55,17.62,922.91,3.61,5,2,2021.9,True,2402173,10,0.0681,1.45,73.74
2017,Q1,Europe,Model S,148,43764.29,25,Performance,RWD,Blue,494,58,14.32,322.88,4.18,6,0,2020.10,True,1398285,9,0.0811,1.81,72.14
2021,Q2,Australia,Semi,892,72054.17,6,Long Range,RWD,Blue,614,57,14.35,1460.65,4.21,8,3,2022.10,True,1771062,4,0.0472,1.45,61.25
2017,Q1,Asia,Cybertruck,1748,66868.54,16,Long Range,AWD,Silver,528,57,16.93,3340.74,4.32,5,2,2021.4,True,2468008,4,0.0449,1.82,62.83
2024,Q4,Asia,Cybertruck,404,40655.55,21,Performance,RWD,Blue,569,65,18.82,904.16,3.51,5,0,2021.9,False,1815542,4,0.0911,1.42,74.37
2018,Q4,South America,Cybertruck,1868,56678.93,4,Performance,RWD,Green,381,40,16.84,4202.21,4.06,6,3,2020.4,True,4666493,9,0.0836,2.38,60.23
2021,Q4,Europe,Semi,115,89307.23,48,Standard,AWD,Blue,593,60,18.47,229.29,4.63,4,2,2021.6,True,4132667,12,0.0554,1.28,60.03
2021,Q1,North America,Model Y,729,47446.28,3,Standard,RWD,Black,449,48,21.1,1077.26,4.83,4,2,2023.12,False,4039718,3,0.0782,2.17,83.51
2018,Q1,South America,Cybertruck,3939,44208.6,23,Performance,RWD,White,554,55,22.24,5173.64,3.56,8,1,2021.5,False,234870,2,0.0653,1.23,64.84
2016,Q2,Australia,Semi,3036,51683.52,29,Performance,AWD,Green,443,38,23.05,5036.45,4.64,5,0,2023.1,False,2486675,9,0.0705,1.34,82.87
2017,Q4,South America,Model S,726,112169.2,21,Standard,AWD,Red,385,55,21.51,1683.64,4.13,4,0,2021.7,False,4802024,11,0.0746,1.84,85.34
2017,Q4,South America,Model 3,1857,62084.78,32,Performance,AWD,White,601,87,14.07,1622.61,3.93,8,3,2024.2,False,3324613,5,0.0973,1.92,87.72
2022,Q4,Asia,Semi,2016,104046.61,1,Standard,AWD,Blue,421,82,20.89,2714.68,3.72,5,2,2023.9,False,2313498,11,0.0911,2.48,74.94
2014,Q3,North America,Model S,331,93582.52,47,Performance,AWD,Red,629,55,20.97,222.67,4.5,8,0,2022.2,True,4793244,7,0.0352,2.15,74.87
2013,Q4,Europe,Semi,517,109724.2,44,Performance,AWD,Black,513,87,18.05,936.24,3.83,5,0,2020.1,True,416386,11,0.0147,2.14,77.66
2013,Q4,South America,Model S,79,103811.09,19,Performance,AWD,Black,619,71,24.79,75.94,4.55,6,0,2022.9,True,524231,11,0.0766,0.6,67.88
2015,Q4,Australia,Model Y,775,55607.53,26,Long Range,AWD,Silver,679,31,19.14,1644.2,3.71,5,3,2024.2,False,4898942,6,0.0802,2.29,89.44
2024,Q4,North America,Model X,1854,41260.26,53,Standard,AWD,White,698,65,24.36,3427.46,4.61,4,3,2023.4,False,4326500,6,0.0981,0.69,77.54
2013,Q3,Europe,Semi,3508,86544.35,30,Long Range,RWD,Green,364,78,21.74,4599.24,4.23,8,0,2024.8,False,3439743,4,0.0692,1.59,88.75
2018,Q2,Australia,Cybertruck,4358,112014.43,42,Long Range,AWD,Red,685,55,23.55,8997.67,3.74,8,1,2024.3,True,3666116,8,0.0491,1.53,80.73
2012,Q2,Australia,Semi,3302,42278.15,25,Long Range,AWD,Black,631,88,20.69,6115.16,4.57,4,3,2022.10,True,2767502,11,0.0582,0.77,70.24
2019,Q4,Australia,Model 3,3603,62430.87,38,Long Range,RWD,White,362,65,23.06,8374.34,4.05,4,2,2020.2,False,1146885,9,0.0198,2.39,71.63
2019,Q2,South America,Model S,1189,85169.66,60,Long Range,RWD,White,397,64,19.39,785.4,3.67,6,3,2020.1,False,465633,2,0.0747,0.87,68.09
2023,Q2,South America,Model Y,4647,105998.01,31,Long Range,RWD,Red,670,44,20.71,9516.51,4.38,4,0,2020.12,True,2951249,12,0.0112,1.79,71.74
2022,Q1,Australia,Model X,1450,83587.76,1,Long Range,RWD,Black,442,40,15.72,1273.19,4.41,4,0,2023.3,True,214421,9,0.0675,0.54,64.08
2016,Q2,Australia,Semi,3519,46805.89,44,Performance,RWD,White,472,60,24.34,6930.86,3.93,4,2,2023.12,True,2424394,6,0.0452,1.83,77.93
2018,Q4,Asia,Model S,3166,81133.76,31,Standard,RWD,Green,505,46,24.28,2968.88,4.0,4,2,2023.11,False,4705119,10,0.0696,1.34,87.82
2020,Q2,Asia,Cybertruck,1674,101856.66,35,Performance,AWD,Green,530,71,19.56,2273.16,3.74,8,3,2021.7,False,2614179,10,0.0382,0.81,85.82
2024,Q4,Australia,Model X,4346,75034.96,59,Performance,RWD,Black,431,79,23.61,5723.8,4.71,5,2,2022.4,False,2928776,10,0.0129,0.55,81.72
2016,Q3,North America,Model X,311,85649.86,34,Long Range,RWD,Blue,434,76,22.87,187.31,3.8,5,1,2024.1,False,3848336,5,0.0923,1.48,64.26
2021,Q3,Asia,Semi,2879,91691.12,43,Standard,AWD,Silver,364,34,18.06,3368.91,4.99,4,2,2020.11,True,140815,6,0.0993,0.55,65.55
2020,Q1,Asia,Model 3,2863,54292.95,4,Standard,RWD,Silver,485,79,21.21,5281.29,3.85,5,3,2024.6,True,759926,3,0.0201,0.98,70.58
2012,Q3,Europe,Model Y,2982,50695.3,29,Long Range,AWD,Silver,572,83,21.11,6895.04,4.71,6,0,2020.9,False,4259996,5,0.0576,1.61,80.31
2017,Q3,Asia,Model S,2176,88713.26,27,Standard,AWD,Silver,468,50,14.13,3162.32,4.85,6,2,2022.6,True,3906376,2,0.0931,1.34,74.22
2020,Q1,Australia,Model Y,1686,56033.31,16,Long Range,AWD,Black,394,72,16.81,2446.82,4.94,5,3,2022.2,True,3659411,2,0.0562,1.55,75.33
2024,Q4,Australia,Model 3,165,85078.21,59,Standard,RWD,Silver,469,35,20.24,224.89,3.53,5,2,2020.7,False,597581,6,0.0402,1.92,81.63
2021,Q2,Europe,Semi,3480,72460.62,43,Standard,AWD,Black,493,80,15.75,7136.78,4.88,4,2,2024.6,True,2547395,12,0.0237,0.79,78.23
2015,Q4,Asia,Model X,428,108016.79,9,Performance,AWD,Green,471,36,15.96,327.43,4.04,6,3,2023.8,True,636228,3,0.0747,1.09,60.73
2016,Q3,Europe,Model S,4320,107321.36,12,Performance,RWD,Black,573,86,20.38,4104.21,4.69,4,1,2024.8,False,1095747,12,0.0678,1.14,72.24
2022,Q1,Australia,Cybertruck,1086,68135.28,50,Long Range,AWD,Blue,459,84,14.94,785.27,4.14,4,0,2024.8,True,1405433,4,0.0188,1.6,71.91
2013,Q3,Australia,Model 3,3822,71987.71,30,Standard,AWD,White,420,66,19.17,5360.13,3.5,6,2,2024.12,True,3230293,5,0.0151,1.05,61.53
2024,Q2,North America,Model 3,3140,98104.11,33,Standard,RWD,Silver,663,32,23.64,6247.19,3.96,6,0,2021.10,False,4319460,8,0.0507,1.29,67.13
2024,Q1,Asia,Model S,1735,58217.11,43,Performance,RWD,Green,528,49,20.51,2729.05,4.59,5,3,2024.9,True,474580,3,0.09,2.16,79.95
2019,Q2,North America,Model S,2618,43510.94,15,Long Range,RWD,Red,401,64,16.73,2088.63,3.65,5,2,2021.3,True,4715187,5,0.0717,0.65,82.57
2018,Q1,Australia,Model 3,3452,106493.17,15,Performance,AWD,Green,595,45,21.86,5870.01,4.2,6,3,2023.8,True,487327,2,0.0121,0.76,67.71
2023,Q1,North America,Model Y,122,73823.92,27,Standard,RWD,Silver,536,85,22.53,254.85,4.51,6,0,2021.4,False,153852,10,0.0434,2.03,86.46
2021,Q1,South America,Model X,2539,65753.6,59,Long Range,RWD,Silver,591,39,20.4,3016.93,4.08,4,1,2023.7,False,756386,5,0.0495,1.97,84.33
2023,Q4,Europe,Model Y,2020,84695.62,25,Standard,AWD,Green,555,78,22.95,4741.61,4.16,5,0,2022.6,False,1840411,9,0.0189,1.59,85.56
2019,Q3,North America,Model 3,1195,53480.31,41,Performance,RWD,Green,544,34,16.62,2479.53,4.83,5,3,2023.4,True,107117,6,0.0956,0.72,84.17
2018,Q1,Asia,Model 3,887,66840.43,18,Performance,AWD,Red,657,55,24.88,1751.15,3.81,8,2,2023.1,False,3357280,7,0.0439,2.45,71.62
2020,Q4,North America,Model 3,3141,81852.55,49,Standard,AWD,Red,492,64,15.64,5860.55,4.88,5,3,2021.12,True,2990004,11,0.0978,1.99,64.35
2023,Q1,Europe,Model Y,522,67580.65,38,Standard,RWD,Red,372,88,16.17,654.71,4.9,5,0,2020.9,False,1528906,4,0.0562,1.06,63.72
2015,Q1,North America,Cybertruck,985,72939.75,37,Long Range,AWD,Blue,521,73,18.38,1699.76,4.69,6,3,2022.10,False,577145,7,0.0245,2.24,63.19
2013,Q1,Asia,Cybertruck,3402,102194.83,26,Long Range,AWD,Silver,667,64,20.95,8470.31,4.84,4,3,2020.8,True,2728847,8,0.0875,0.69,72.24
2013,Q2,South America,Model Y,3052,105788.26,28,Standard,RWD,Red,564,68,16.66,4031.82,4.23,4,0,2024.4,True,3388031,10,0.098,0.83,61.42
2024,Q2,North America,Model Y,679,71211.55,31,Long Range,AWD,Green,437,37,17.67,1429.26,4.54,8,0,2021.2,False,4519818,7,0.0341,0.57,85.44
2016,Q1,Europe,Model Y,1388,86117.01,47,Long Range,RWD,Silver,520,62,15.7,2622.89,4.86,5,0,2021.8,False,1927267,11,0.0669,0.79,69.66
2017,Q1,Australia,Model X,621,105858.28,44,Performance,AWD,White,635,86,23.54,1092.15,4.76,6,3,2023.3,True,1628380,5,0.0465,0.57,80.89
2018,Q2,South America,Cybertruck,2189,65430.64,6,Standard,RWD,White,469,36,16.77,2047.28,3.58,5,0,2023.10,False,4473119,12,0.0763,2.05,78.65
2022,Q4,Asia,Model X,4795,80762.24,8,Performance,RWD,Green,366,65,24.82,8259.67,4.8,4,3,2023.11,True,2856681,12,0.0951,2.35,72.56
2020,Q1,North America,Model 3,1817,116854.24,30,Standard,RWD,Blue,364,60,21.31,1348.3,4.49,6,0,2021.5,True,1539911,12,0.0254,2.2,68.11
2023,Q2,North America,Model Y,2062,50710.34,15,Long Range,RWD,White,357,36,23.7,1442.9,4.69,6,2,2021.5,False,1402762,12,0.0987,0.56,80.79
2015,Q3,North America,Semi,4972,61150.28,26,Long Range,AWD,Red,692,77,19.18,9022.89,4.97,8,2,2020.10,False,964447,6,0.0545,0.88,76.17
2023,Q1,Europe,Model Y,368,62193.11,53,Performance,AWD,White,516,35,21.21,642.96,4.26,5,3,2020.11,True,327846,12,0.028,1.27,78.5
2014,Q2,North America,Semi,1479,55558.26,24,Performance,RWD,Blue,648,72,24.24,1992.0,3.76,5,2,2021.4,False,882409,11,0.0325,2.17,78.75
